# openTime,open,high,low,close,volume,closeTime,qouteAssetVolume,numberOfTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,ignore
1603796400000, 13262.74000000, 13497.00000000, 13248.44000000, 13449.80000000, 9326.51485400, 1603799999999, 124851321.11971519, 93542, 5337.96252000, 71444117.15722826, 0
1603800000000, 13449.80000000, 13460.97000000, 13330.00000000, 13383.01000000, 4490.18923800, 1603803599999, 60170918.91155666, 58230, 2253.46867400, 30197333.93215168, 0
1603803600000, 13383.01000000, 13440.00000000, 13320.27000000, 13394.52000000, 3918.13511500, 1603807199999, 52476615.25300760, 49836, 1849.07579800, 24768444.77959823, 0
1603807200000, 13394.51000000, 13419.11000000, 13340.00000000, 13390.83000000, 2710.32042900, 1603810799999, 36285983.88941592, 35450, 1251.78879500, 16760605.90739161, 0
1603810800000, 13390.84000000, 13631.00000000, 13387.00000000, 13609.24000000, 7359.95678700, 1603814399999, 99449105.81718273, 73512, 3847.10007000, 51990881.08229723, 0
1603814400000, 13609.24000000, 13650.00000000, 13520.00000000, 13642.75000000, 6133.71378100, 1603817999999, 83327355.47971305, 69845, 3019.09229300, 41016579.76443145, 0
1603818000000, 13642.54000000, 13744.00000000, 13592.45000000, 13673.58000000, 5285.55695100, 1603821599999, 72207922.80166104, 59648, 2575.12180000, 35193662.57712309, 0
1603821600000, 13673.58000000, 13745.00000000, 13500.00000000, 13633.93000000, 5517.64025000, 1603825199999, 75175385.36444684, 67593, 2612.86698700, 35600293.36208913, 0
1603825200000, 13633.93000000, 13689.00000000, 13602.52000000, 13656.89000000, 2197.54583200, 1603828799999, 29975775.43812254, 31434, 839.89157900, 11457973.27151704, 0
1603828800000, 13656.90000000, 13710.63000000, 13570.00000000, 13602.52000000, 2797.94777100, 1603832399999, 38184960.72325912, 40546, 1143.85764600, 15611814.15091528, 0
1603832400000, 13602.53000000, 13745.00000000, 13595.55000000, 13692.58000000, 2096.60537800, 1603835999999, 28702733.57899141, 41679, 970.72308700, 13292641.03234140, 0
1603836000000, 13692.58000000, 13738.89000000, 13633.18000000, 13730.00000000, 2568.30311000, 1603839599999, 35166243.58697483, 39269, 1071.94825400, 14676690.15493235, 0
1603839600000, 13730.41000000, 13789.29000000, 13569.28000000, 13636.17000000, 4597.08160700, 1603843199999, 62931129.55030490, 57988, 2281.85434200, 31238008.10957803, 0
1603843200000, 13636.16000000, 13750.44000000, 13601.00000000, 13712.27000000, 2166.26571400, 1603846799999, 29663860.63124607, 31115, 999.83565800, 13686763.82015649, 0
1603846800000, 13712.27000000, 13750.00000000, 13651.89000000, 13716.87000000, 2169.57060200, 1603850399999, 29747763.55364301, 28715, 1060.20463600, 14536193.96440116, 0
1603850400000, 13716.87000000, 13859.48000000, 13671.50000000, 13839.99000000, 4204.57555500, 1603853999999, 57978242.40532298, 44843, 2120.47286700, 29253757.85063857, 0
1603854000000, 13840.00000000, 13845.73000000, 13695.00000000, 13779.99000000, 3469.87337100, 1603857599999, 47856489.12108567, 43345, 1362.19321600, 18785824.44817170, 0
1603857600000, 13780.00000000, 13825.00000000, 13713.00000000, 13743.59000000, 2485.42180200, 1603861199999, 34211409.22281916, 33305, 1181.35401900, 16264247.76755967, 0
1603861200000, 13743.59000000, 13771.14000000, 13676.91000000, 13728.45000000, 2668.00012300, 1603864799999, 36592987.63672581, 33718, 1193.87028400, 16373384.63319216, 0
1603864800000, 13728.45000000, 13778.50000000, 13700.59000000, 13709.37000000, 1935.85886300, 1603868399999, 26610047.30733665, 25727, 776.22059700, 10671101.03925089, 0
1603868400000, 13709.38000000, 13728.68000000, 13506.00000000, 13664.37000000, 5105.06508600, 1603871999999, 69607288.79973478, 58690, 2141.35763800, 29203508.90082828, 0
1603872000000, 13664.36000000, 13688.00000000, 13570.00000000, 13685.61000000, 2693.12289200, 1603875599999, 36722562.74446075, 47216, 1378.07755700, 18794242.89502734, 0
1603875600000, 13685.61000000, 13705.59000000, 13586.32000000, 13606.01000000, 2498.63600400, 1603879199999, 34102943.98325159, 36867, 1101.37562700, 15036187.94684267, 0
1603879200000, 13606.00000000, 13637.62000000, 13524.50000000, 13561.12000000, 3675.10254200, 1603882799999, 49940918.87459999, 54035, 1764.63616300, 23978365.30458246, 0
1603882800000, 13561.12000000, 13577.15000000, 13306.01000000, 13318.33000000, 8785.32754800, 1603886399999, 117971756.92598262, 103762, 4159.35659500, 55855654.55053096, 0
1603886400000, 13318.33000000, 13374.87000000, 13142.22000000, 13293.51000000, 7945.78772700, 1603889999999, 105374655.51382620, 95723, 3797.36798200, 50363309.12388577, 0
1603890000000, 13293.51000000, 13341.01000000, 13080.00000000, 13106.31000000, 6571.18175100, 1603893599999, 86983137.09019109, 79025, 2897.66226300, 38368589.25019536, 0
1603893600000, 13106.31000000, 13173.00000000, 12888.00000000, 13069.26000000, 10401.84927900, 1603897199999, 135634737.29929767, 119930, 4680.93086200, 61039187.11889865, 0
1603897200000, 13069.26000000, 13242.30000000, 13040.00000000, 13221.26000000, 5397.21361200, 1603900799999, 71062995.22959608, 65914, 2635.18220400, 34690443.48410583, 0
1603900800000, 13221.26000000, 13221.50000000, 13043.21000000, 13142.02000000, 5267.22515700, 1603904399999, 69192875.93421371, 64182, 2308.76215200, 30332317.16224954, 0
1603904400000, 13142.02000000, 13219.00000000, 13000.01000000, 13182.88000000, 4071.95489700, 1603907999999, 53419815.49750332, 59092, 1977.41562700, 25955663.53441782, 0
1603908000000, 13182.89000000, 13240.00000000, 13134.33000000, 13209.86000000, 2630.68599900, 1603911599999, 34695102.60028314, 40256, 1188.84705600, 15678119.36375202, 0
1603911600000, 13209.87000000, 13255.00000000, 13145.38000000, 13165.31000000, 3068.60104600, 1603915199999, 40519803.33676407, 44493, 1391.72295000, 18379582.66586835, 0
1603915200000, 13165.32000000, 13225.00000000, 13151.07000000, 13197.44000000, 1861.44556100, 1603918799999, 24551683.37198148, 31476, 852.46697500, 11242921.63601548, 0
1603918800000, 13197.45000000, 13212.46000000, 13100.00000000, 13195.00000000, 1431.33963700, 1603922399999, 18841650.13598013, 35472, 648.02157400, 8532036.35748012, 0
1603922400000, 13195.01000000, 13284.00000000, 13190.79000000, 13259.93000000, 2039.11100800, 1603925999999, 27010092.05619337, 30041, 894.62591700, 11850972.80384286, 0
1603926000000, 13259.94000000, 13307.35000000, 13237.29000000, 13266.40000000, 1897.34545000, 1603929599999, 25195133.72311759, 27569, 875.73185600, 11632841.25071524, 0
1603929600000, 13266.40000000, 13308.54000000, 13237.82000000, 13245.17000000, 2148.58216100, 1603933199999, 28516925.69666988, 31549, 933.11329400, 12384624.95640929, 0
1603933200000, 13245.17000000, 13300.00000000, 13167.00000000, 13284.09000000, 2032.49851300, 1603936799999, 26904181.32700867, 26627, 959.12889700, 12694394.22380872, 0
1603936800000, 13284.09000000, 13290.00000000, 13215.13000000, 13238.46000000, 1852.31475900, 1603940399999, 24535822.01744325, 20982, 1021.83708400, 13533587.17195658, 0
1603940400000, 13238.46000000, 13280.99000000, 13168.16000000, 13280.99000000, 1924.50502600, 1603943999999, 25445695.39093792, 24913, 872.74205800, 11538387.80744079, 0
1603944000000, 13280.98000000, 13299.00000000, 13234.34000000, 13235.94000000, 1904.69338800, 1603947599999, 25264629.96899916, 23666, 1050.32611300, 13928784.93065394, 0
1603947600000, 13235.95000000, 13291.82000000, 13235.95000000, 13284.83000000, 2327.25040100, 1603951199999, 30858254.91016587, 23579, 1456.71198300, 19312791.93979765, 0
1603951200000, 13284.84000000, 13326.39000000, 13244.96000000, 13278.72000000, 2834.69694700, 1603954799999, 37637298.17271354, 34516, 1831.86006000, 24317554.57712720, 0
1603954800000, 13278.72000000, 13290.80000000, 13120.88000000, 13138.87000000, 2827.27710600, 1603958399999, 37340610.94707993, 41003, 1231.77789400, 16270339.00451280, 0
1603958400000, 13138.87000000, 13188.15000000, 13081.00000000, 13123.96000000, 2561.36048600, 1603961999999, 33686854.78991054, 38553, 1136.08245500, 14941277.76436092, 0
1603962000000, 13123.96000000, 13208.77000000, 13120.00000000, 13190.11000000, 2498.11391500, 1603965599999, 32912903.93245316, 30912, 1185.37653200, 15616445.63572329, 0
1603965600000, 13190.10000000, 13199.00000000, 13041.18000000, 13097.51000000, 3266.69070700, 1603969199999, 42813062.32226662, 46243, 1623.03940000, 21265786.93178719, 0
1603969200000, 13097.51000000, 13171.86000000, 13050.00000000, 13052.06000000, 2482.83013600, 1603972799999, 32567166.57159837, 38800, 1245.75002100, 16342952.59897638, 0
1603972800000, 13051.68000000, 13145.36000000, 12920.77000000, 13130.30000000, 5729.35516100, 1603976399999, 74772630.06608088, 71117, 2935.93738100, 38342653.53157446, 0
1603976400000, 13131.03000000, 13250.00000000, 13093.87000000, 13232.00000000, 3655.72270800, 1603979999999, 48153366.07865900, 49704, 1853.71886100, 24418901.57586154, 0
1603980000000, 13232.00000000, 13481.56000000, 13226.45000000, 13427.02000000, 7578.94489400, 1603983599999, 101349786.86768976, 83354, 3598.42287800, 48119661.83989174, 0
1603983600000, 13427.01000000, 13473.00000000, 13356.74000000, 13436.95000000, 3944.38994200, 1603987199999, 52937665.02181895, 48161, 2019.98748200, 27111173.39744877, 0
1603987200000, 13436.94000000, 13612.11000000, 13395.99000000, 13543.66000000, 6043.66739500, 1603990799999, 81805633.51176210, 76360, 2962.35266600, 40094635.40218473, 0
1603990800000, 13543.65000000, 13642.91000000, 13506.28000000, 13584.11000000, 4351.42547400, 1603994399999, 59037135.41004582, 56603, 2307.08671700, 31306954.39689716, 0
1603994400000, 13584.12000000, 13632.68000000, 13488.00000000, 13557.67000000, 3506.10320500, 1603997999999, 47535070.42323818, 50963, 1595.14412900, 21627672.33878347, 0
1603998000000, 13557.67000000, 13585.57000000, 13492.50000000, 13492.51000000, 2622.28880000, 1604001599999, 35528384.84339284, 35706, 1185.27736000, 16059442.66894672, 0
1604001600000, 13492.50000000, 13527.40000000, 13420.00000000, 13479.86000000, 3506.30042400, 1604005199999, 47259448.11619551, 48369, 1653.51250000, 22286360.28558291, 0
1604005200000, 13479.86000000, 13549.91000000, 13423.73000000, 13513.09000000, 1669.50815300, 1604008799999, 22509706.16597994, 43774, 799.78352400, 10788794.93037176, 0
1604008800000, 13513.09000000, 13520.00000000, 13380.50000000, 13398.97000000, 1911.55707400, 1604012399999, 25718271.61827261, 33867, 882.94709300, 11878818.01875641, 0
1604012400000, 13398.98000000, 13488.37000000, 13395.21000000, 13455.70000000, 1692.52535700, 1604015999999, 22777444.69059181, 29112, 861.32927600, 11590433.42591356, 0
1604016000000, 13455.69000000, 13600.00000000, 13285.00000000, 13588.15000000, 4047.92607600, 1604019599999, 54472012.09888873, 50593, 2019.03497300, 27191474.03909807, 0
1604019600000, 13588.15000000, 13669.98000000, 13543.17000000, 13561.00000000, 3369.31665500, 1604023199999, 45832004.66438705, 41656, 1777.23526900, 24181127.01312315, 0
1604023200000, 13561.00000000, 13578.00000000, 13446.34000000, 13458.45000000, 2807.39642400, 1604026799999, 37971691.46209966, 43157, 1517.68956500, 20523650.95262449, 0
1604026800000, 13458.45000000, 13514.64000000, 13400.10000000, 13432.34000000, 2453.21810800, 1604030399999, 33026580.45072108, 39129, 1174.72814000, 15810234.88397493, 0
1604030400000, 13432.34000000, 13467.35000000, 13379.22000000, 13420.88000000, 1627.56651900, 1604033999999, 21856275.60960939, 28915, 810.75287200, 10887687.52845715, 0
1604034000000, 13420.87000000, 13497.74000000, 13174.52000000, 13181.57000000, 5255.34777800, 1604037599999, 70011138.31903455, 69112, 2223.99646500, 29638037.84420308, 0
1604037600000, 13181.56000000, 13293.80000000, 13146.48000000, 13201.99000000, 4678.13168300, 1604041199999, 61820810.81176295, 58268, 2275.08639400, 30074060.17001464, 0
1604041200000, 13201.99000000, 13261.22000000, 13115.00000000, 13218.96000000, 3618.57472100, 1604044799999, 47774614.29482620, 54170, 1841.29957800, 24311822.55879326, 0
1604044800000, 13218.96000000, 13338.85000000, 13188.91000000, 13242.48000000, 3603.38274500, 1604048399999, 47858033.15122537, 54075, 1760.91568800, 23389514.98967586, 0
1604048400000, 13242.49000000, 13298.43000000, 13147.66000000, 13277.05000000, 3228.07734500, 1604051999999, 42690843.48409362, 53788, 1496.52700800, 19796929.86424374, 0
1604052000000, 13277.04000000, 13338.96000000, 13210.86000000, 13301.62000000, 2822.14227400, 1604055599999, 37444952.23727478, 48292, 1284.09736200, 17038588.37599461, 0
1604055600000, 13301.61000000, 13369.47000000, 13246.81000000, 13347.79000000, 2480.60479000, 1604059199999, 33015967.42727318, 38834, 1285.65441700, 17112795.19925629, 0
1604059200000, 13347.80000000, 13363.73000000, 13275.00000000, 13328.81000000, 2493.64132700, 1604062799999, 33228661.43955625, 39164, 1198.88169500, 15977351.05418633, 0
1604062800000, 13328.81000000, 13341.99000000, 13221.35000000, 13263.30000000, 3052.49642200, 1604066399999, 40547391.23717916, 47266, 1441.33616200, 19145546.76963609, 0
1604066400000, 13263.29000000, 13365.52000000, 13253.21000000, 13351.67000000, 2705.79746300, 1604069999999, 36023589.34219051, 44674, 1221.26146400, 16262621.86861646, 0
1604070000000, 13351.67000000, 13550.00000000, 13351.31000000, 13549.98000000, 5088.46879400, 1604073599999, 68486303.56880854, 66578, 2549.72206600, 34315126.78481462, 0
1604073600000, 13549.60000000, 13582.00000000, 13492.36000000, 13522.27000000, 3476.50521400, 1604077199999, 47032320.08546343, 48620, 1658.04990000, 22428294.71670605, 0
1604077200000, 13522.18000000, 13569.00000000, 13462.41000000, 13518.25000000, 2295.10277600, 1604080799999, 31019655.28700938, 35186, 1079.77014200, 14593328.42819883, 0
1604080800000, 13518.26000000, 13553.80000000, 13488.50000000, 13524.51000000, 1675.46561700, 1604084399999, 22657514.50780737, 24973, 654.63786000, 8852802.46283549, 0
1604084400000, 13524.51000000, 13540.95000000, 13480.00000000, 13536.44000000, 1759.97131300, 1604087999999, 23777073.19904482, 20768, 886.03664500, 11968941.46109904, 0
1604088000000, 13536.44000000, 13666.66000000, 13510.00000000, 13625.92000000, 3427.63378600, 1604091599999, 46625931.24473246, 47184, 1936.81341700, 26347299.81148317, 0
1604091600000, 13625.94000000, 13638.29000000, 13466.00000000, 13547.45000000, 2112.02706700, 1604095199999, 28614156.76849338, 51580, 1043.13591900, 14133382.24498990, 0
1604095200000, 13547.45000000, 13600.00000000, 13529.00000000, 13553.09000000, 1144.79959300, 1604098799999, 15535487.80626144, 24645, 573.71207200, 7786123.33748250, 0
1604098800000, 13553.10000000, 13637.00000000, 13535.05000000, 13560.10000000, 1434.18439100, 1604102399999, 19495809.05976588, 29760, 728.21381700, 9900815.03406336, 0
1604102400000, 13560.10000000, 13648.00000000, 13511.45000000, 13615.06000000, 1793.38208700, 1604105999999, 24373853.89202386, 35661, 998.66103400, 13578103.78356723, 0
1604106000000, 13615.27000000, 13657.16000000, 13571.30000000, 13636.14000000, 1432.40558400, 1604109599999, 19511923.39730888, 25708, 715.86707100, 9754493.23958283, 0
1604109600000, 13636.15000000, 13740.00000000, 13559.74000000, 13611.72000000, 3013.52070400, 1604113199999, 41200396.76044074, 50060, 1624.21356000, 22214902.48316997, 0
1604113200000, 13611.71000000, 13621.95000000, 13411.50000000, 13491.54000000, 3014.72066700, 1604116799999, 40706892.00365534, 49240, 1360.21550100, 18367389.35569452, 0
1604116800000, 13491.55000000, 13518.66000000, 13452.50000000, 13516.16000000, 1020.09704400, 1604120399999, 13766735.77534344, 24517, 462.61743500, 6244381.35696284, 0
1604120400000, 13516.17000000, 13525.99000000, 13473.10000000, 13473.26000000, 880.24512400, 1604123999999, 11885144.01702996, 17595, 405.96036900, 5482059.62847144, 0
1604124000000, 13473.26000000, 13612.05000000, 13463.87000000, 13612.05000000, 1472.04087800, 1604127599999, 19925316.22316376, 31082, 876.51962400, 11864212.21402216, 0
1604127600000, 13612.05000000, 13613.87000000, 13550.73000000, 13576.14000000, 1192.67448900, 1604131199999, 16198078.24153707, 26345, 571.86204600, 7766542.42467657, 0
1604131200000, 13576.14000000, 13840.00000000, 13575.00000000, 13739.94000000, 7402.08027900, 1604134799999, 101695726.20448230, 91101, 3508.43383300, 48222691.47652051, 0
1604134800000, 13739.95000000, 13956.22000000, 13721.90000000, 13893.24000000, 6326.26160900, 1604138399999, 87476201.30107221, 71644, 4228.70556600, 58471528.45107736, 0
1604138400000, 13893.23000000, 14100.00000000, 13572.40000000, 13821.72000000, 13424.03742300, 1604141999999, 185779319.48981088, 143711, 7953.48953600, 109956716.19627487, 0
1604142000000, 13821.72000000, 13950.00000000, 13805.00000000, 13940.00000000, 3290.93614500, 1604145599999, 45671167.96149253, 51637, 1854.12215000, 25732150.64146168, 0
1604145600000, 13940.00000000, 13941.21000000, 13855.41000000, 13878.50000000, 3117.15670500, 1604149199999, 43323035.74208192, 44800, 1712.72912600, 23805158.03671756, 0
1604149200000, 13878.50000000, 13930.00000000, 13818.24000000, 13860.96000000, 2252.34614500, 1604152799999, 31246668.78012248, 36948, 1086.83766800, 15079625.53921826, 0
1604152800000, 13860.96000000, 13870.00000000, 13775.00000000, 13811.47000000, 2471.38522100, 1604156399999, 34160677.02930184, 38619, 1328.14856300, 18362941.07530530, 0
1604156400000, 13811.46000000, 13882.18000000, 13730.00000000, 13852.02000000, 2487.91749100, 1604159999999, 34309849.36149972, 41354, 1231.33336200, 16986988.47144981, 0
1604160000000, 13852.01000000, 13883.55000000, 13799.71000000, 13818.49000000, 1762.34198400, 1604163599999, 24385404.49739136, 31430, 785.17400400, 10863824.67287369, 0
1604163600000, 13818.49000000, 13819.47000000, 13732.48000000, 13778.29000000, 1678.22204300, 1604167199999, 23120132.09183016, 32783, 717.82655300, 9888733.53537420, 0
1604167200000, 13778.27000000, 13778.27000000, 13700.00000000, 13717.10000000, 1966.50231900, 1604170799999, 27004983.83640460, 33937, 861.66366300, 11832957.23814598, 0
1604170800000, 13717.11000000, 13809.89000000, 13675.13000000, 13781.87000000, 1913.98667400, 1604174399999, 26302300.21736245, 28290, 989.50800600, 13599277.38949232, 0
1604174400000, 13781.87000000, 13839.40000000, 13745.39000000, 13837.98000000, 1415.42210500, 1604177999999, 19535269.31154054, 26485, 684.06921100, 9441390.31689070, 0
1604178000000, 13837.99000000, 13848.22000000, 13807.44000000, 13838.82000000, 990.56848400, 1604181599999, 13701837.38316888, 22619, 400.39741500, 5538429.62229246, 0
1604181600000, 13838.83000000, 13890.00000000, 13816.38000000, 13866.99000000, 1353.16455100, 1604185199999, 18747163.69880452, 32695, 663.87280000, 9199317.51135400, 0
1604185200000, 13866.89000000, 13869.64000000, 13762.61000000, 13791.00000000, 1667.82276000, 1604188799999, 23020381.32549236, 33941, 800.99755400, 11055641.17838503, 0
1604188800000, 13791.00000000, 13895.00000000, 13660.00000000, 13725.95000000, 3504.28867800, 1604192399999, 48255602.57387439, 50886, 1504.25543100, 20721556.04279065, 0
1604192400000, 13725.96000000, 13772.02000000, 13707.68000000, 13759.90000000, 971.78611900, 1604195999999, 13358419.33872695, 19758, 488.63580500, 6717427.44027676, 0
1604196000000, 13759.91000000, 13774.96000000, 13686.14000000, 13715.88000000, 903.82430200, 1604199599999, 12417628.52843360, 17441, 452.63440700, 6219762.47685077, 0
1604199600000, 13715.88000000, 13733.90000000, 13641.00000000, 13690.01000000, 1170.78824500, 1604203199999, 16023429.64232731, 22383, 519.11252700, 7105688.11200487, 0
1604203200000, 13690.01000000, 13701.05000000, 13603.00000000, 13677.25000000, 1557.09069800, 1604206799999, 21260181.00150779, 25765, 815.82910700, 11142121.20513725, 0
1604206800000, 13677.24000000, 13755.00000000, 13658.47000000, 13698.23000000, 1078.73447400, 1604210399999, 14793247.11697678, 20771, 588.79001700, 8075153.56384857, 0
1604210400000, 13698.23000000, 13746.75000000, 13680.23000000, 13714.56000000, 1094.37621300, 1604213999999, 15008531.02740004, 19454, 540.11811600, 7408587.62121627, 0
1604214000000, 13714.57000000, 13809.16000000, 13710.52000000, 13792.51000000, 1329.85394300, 1604217599999, 18298061.51579021, 22367, 747.90994500, 10290559.16027221, 0
1604217600000, 13792.51000000, 13812.00000000, 13729.88000000, 13748.62000000, 1278.27495700, 1604221199999, 17599040.35801786, 20494, 552.30321300, 7603505.89779355, 0
1604221200000, 13748.62000000, 13762.07000000, 13672.00000000, 13687.52000000, 1376.78695300, 1604224799999, 18889159.56148974, 22661, 698.22162300, 9581949.51704446, 0
1604224800000, 13687.52000000, 13746.52000000, 13680.30000000, 13725.67000000, 1299.81483700, 1604228399999, 17828543.22392669, 19817, 781.03017000, 10713447.35098473, 0
1604228400000, 13725.94000000, 13783.95000000, 13655.01000000, 13696.58000000, 1944.92372800, 1604231999999, 26657779.20278770, 30027, 873.09053100, 11966127.71956366, 0
1604232000000, 13696.58000000, 13771.59000000, 13668.09000000, 13760.41000000, 1755.84666600, 1604235599999, 24095622.20765281, 26456, 812.73122800, 11153834.43567555, 0
1604235600000, 13760.29000000, 13799.00000000, 13733.90000000, 13793.75000000, 1817.96393000, 1604239199999, 25028788.07911068, 27992, 908.95083400, 12514607.75613835, 0
1604239200000, 13793.76000000, 13853.91000000, 13766.73000000, 13795.09000000, 2685.48446400, 1604242799999, 37086370.54740014, 33225, 1470.16751600, 20309495.66610022, 0
1604242800000, 13795.09000000, 13860.00000000, 13789.63000000, 13800.01000000, 1616.81068600, 1604246399999, 22360457.86118676, 27237, 832.70620300, 11517293.70365345, 0
1604246400000, 13800.00000000, 13827.65000000, 13761.87000000, 13800.99000000, 1434.17559400, 1604249999999, 19777990.93616719, 24416, 666.28775000, 9187179.94238751, 0
1604250000000, 13800.99000000, 13833.26000000, 13768.00000000, 13810.89000000, 968.67935700, 1604253599999, 13369386.83604356, 17431, 493.61927400, 6812951.00517226, 0
1604253600000, 13810.70000000, 13830.62000000, 13785.45000000, 13791.89000000, 827.15068400, 1604257199999, 11422455.62055365, 15173, 387.88179700, 5356687.21155781, 0
1604257200000, 13791.88000000, 13828.16000000, 13780.02000000, 13789.88000000, 894.98881300, 1604260799999, 12356062.79061734, 16597, 448.77908300, 6195983.12318633, 0
1604260800000, 13789.79000000, 13842.00000000, 13784.81000000, 13817.46000000, 1127.33669400, 1604264399999, 15581560.79411243, 19771, 599.08621400, 8279977.48558215, 0
1604264400000, 13817.47000000, 13864.00000000, 13781.00000000, 13811.94000000, 1472.04102300, 1604267999999, 20359978.50497172, 27978, 769.45891500, 10644160.07905417, 0
1604268000000, 13811.93000000, 13821.87000000, 13639.55000000, 13699.61000000, 2345.04207300, 1604271599999, 32211694.56796120, 45485, 968.60227400, 13308513.30413978, 0
1604271600000, 13699.61000000, 13763.00000000, 13639.55000000, 13761.50000000, 1829.58539500, 1604275199999, 25084377.23828988, 32663, 919.34278000, 12606056.79488659, 0
1604275200000, 13761.49000000, 13830.00000000, 13761.49000000, 13801.63000000, 2509.15568400, 1604278799999, 34638768.27563107, 38403, 1387.52799000, 19154502.34415992, 0
1604278800000, 13801.63000000, 13813.37000000, 13749.86000000, 13752.65000000, 1408.28011800, 1604282399999, 19409620.89535082, 21539, 558.26975000, 7693096.05148155, 0
1604282400000, 13752.66000000, 13766.72000000, 13656.41000000, 13717.84000000, 2087.45821100, 1604285999999, 28607691.83256916, 32766, 954.28650200, 13076962.97456258, 0
1604286000000, 13717.84000000, 13735.88000000, 13648.09000000, 13697.54000000, 1519.31193800, 1604289599999, 20793828.15572667, 28695, 666.71865000, 9124122.60127075, 0
1604289600000, 13697.54000000, 13722.54000000, 13647.78000000, 13699.45000000, 1260.85861900, 1604293199999, 17250781.24227313, 22402, 576.47026700, 7887498.87115538, 0
1604293200000, 13699.44000000, 13706.78000000, 13640.00000000, 13686.75000000, 1198.71806700, 1604296799999, 16397944.33112711, 20884, 564.18930700, 7718363.83211388, 0
1604296800000, 13687.37000000, 13758.97000000, 13676.59000000, 13734.02000000, 1654.22865200, 1604300399999, 22705257.53867865, 22995, 757.57552100, 10398922.48855295, 0
1604300400000, 13734.03000000, 13759.26000000, 13710.95000000, 13740.99000000, 1287.16362300, 1604303999999, 17683234.45210126, 20158, 595.04051900, 8174222.35706888, 0
1604304000000, 13740.99000000, 13741.00000000, 13420.00000000, 13446.65000000, 6697.95098700, 1604307599999, 90942149.04187403, 75542, 2601.47701400, 35325436.88009605, 0
1604307600000, 13446.65000000, 13580.94000000, 13417.47000000, 13571.64000000, 3901.35751900, 1604311199999, 52696525.54089890, 46029, 1908.84270000, 25783202.10893330, 0
1604311200000, 13571.64000000, 13571.64000000, 13461.08000000, 13492.70000000, 2117.19579400, 1604314799999, 28621312.52925412, 35197, 906.28510700, 12250313.82324086, 0
1604314800000, 13492.70000000, 13513.16000000, 13357.42000000, 13402.18000000, 6135.92357900, 1604318399999, 82386088.94834723, 67367, 2861.42083400, 38420823.23823097, 0
1604318400000, 13402.18000000, 13427.51000000, 13195.05000000, 13297.56000000, 7938.89510800, 1604321999999, 105801982.48291805, 83946, 3608.14375900, 48089518.36457340, 0
1604322000000, 13297.57000000, 13440.04000000, 13278.05000000, 13392.19000000, 3783.84679300, 1604325599999, 50601949.94935859, 45938, 1849.39769300, 24732637.58279401, 0
1604325600000, 13392.19000000, 13505.66000000, 13335.97000000, 13468.75000000, 3500.05721400, 1604329199999, 47016490.07982074, 42770, 1626.23321800, 21843430.13679823, 0
1604329200000, 13468.75000000, 13541.85000000, 13447.66000000, 13499.00000000, 2891.99591700, 1604332799999, 39030815.03495247, 36971, 1081.42830600, 14593450.75678969, 0
1604332800000, 13498.60000000, 13545.00000000, 13474.87000000, 13517.14000000, 2634.56262600, 1604336399999, 35591158.34723495, 36389, 1158.39429800, 15650014.33617058, 0
1604336400000, 13517.13000000, 13548.89000000, 13485.08000000, 13512.51000000, 1675.13882800, 1604339999999, 22636529.19971538, 21930, 734.46349800, 9925183.38796737, 0
1604340000000, 13512.51000000, 13530.49000000, 13447.81000000, 13458.26000000, 1612.61404600, 1604343599999, 21747717.47383889, 26129, 679.51973700, 9163507.73542856, 0
1604343600000, 13458.27000000, 13555.41000000, 13455.21000000, 13553.65000000, 1424.92197800, 1604347199999, 19266151.03349804, 21148, 804.43969800, 10877600.61451045, 0
1604347200000, 13553.65000000, 13700.00000000, 13547.98000000, 13663.37000000, 3065.67573100, 1604350799999, 41827092.26665621, 44607, 1558.09263600, 21255109.49819260, 0
1604350800000, 13663.44000000, 13668.51000000, 13595.66000000, 13605.00000000, 1779.40523900, 1604354399999, 24240853.67687736, 25009, 732.81048800, 9982736.24333121, 0
1604354400000, 13605.00000000, 13648.68000000, 13548.71000000, 13585.00000000, 1291.35785000, 1604357999999, 17569619.95395513, 28592, 593.36802500, 8074996.45052602, 0
1604358000000, 13585.00000000, 13606.04000000, 13534.15000000, 13549.37000000, 1190.34778700, 1604361599999, 16166431.54873483, 24444, 478.83814700, 6502948.93899167, 0
1604361600000, 13549.63000000, 13575.49000000, 13437.00000000, 13528.16000000, 2157.07891700, 1604365199999, 29124545.28712041, 37411, 991.70677900, 13389833.07764511, 0
1604365200000, 13528.16000000, 13607.10000000, 13527.33000000, 13596.56000000, 1245.99989300, 1604368799999, 16895174.22255902, 22772, 581.79306700, 7889968.83053039, 0
1604368800000, 13596.56000000, 13642.00000000, 13387.05000000, 13432.16000000, 3233.48133100, 1604372399999, 43711596.06276686, 51600, 1574.38267200, 21284087.71691647, 0
1604372400000, 13432.17000000, 13476.00000000, 13310.00000000, 13391.96000000, 4633.22941400, 1604375999999, 62077002.79384781, 68647, 2483.64632000, 33287933.79746969, 0
1604376000000, 13391.95000000, 13421.25000000, 13311.29000000, 13417.90000000, 3731.98892800, 1604379599999, 49906809.64464567, 46358, 1981.15695500, 26496362.96144545, 0
